Time,Step Function,PT2
0.0,0,0.0
0.01002004008016032,0,0.0
0.02004008016032064,0,0.0
0.03006012024048096,0,0.0
0.04008016032064128,0,0.0
0.0501002004008016,0,0.0
0.06012024048096192,0,0.0
0.07014028056112225,0,0.0
0.08016032064128256,0,0.0
0.09018036072144288,0,0.0
0.1002004008016032,0,0.0
0.11022044088176353,0,0.0
0.12024048096192384,0,0.0
0.13026052104208416,0,0.0
0.1402805611222445,0,0.0
0.1503006012024048,0,0.0
0.16032064128256512,0,0.0
0.17034068136272545,0,0.0
0.18036072144288576,0,0.0
0.1903807615230461,0,0.0
0.2004008016032064,0,0.0
0.21042084168336672,0,0.0
0.22044088176352705,0,0.0
0.23046092184368736,0,0.0
0.24048096192384769,0,0.0
0.250501002004008,0,0.0
0.2605210420841683,0,0.0
0.27054108216432865,0,0.0
0.280561122244489,0,0.0
0.2905811623246493,0,0.0
0.3006012024048096,0,0.0
0.3106212424849699,0,0.0
0.32064128256513025,0,0.0
0.3306613226452906,0,0.0
0.3406813627254509,0,0.0
0.3507014028056112,0,0.0
0.3607214428857715,0,0.0
0.37074148296593185,0,0.0
0.3807615230460922,0,0.0
0.3907815631262525,0,0.0
0.4008016032064128,0,0.0
0.4108216432865731,0,0.0
0.42084168336673344,0,0.0
0.4308617234468938,0,0.0
0.4408817635270541,0,0.0
0.45090180360721444,0,0.0
0.4609218436873747,0,0.0
0.47094188376753504,0,0.0
0.48096192384769537,0,0.0
0.4909819639278557,0,0.0
0.501002004008016,0,0.0
0.5110220440881763,0,0.0
0.5210420841683366,0,0.0
0.531062124248497,0,0.0
0.5410821643286573,0,0.0
0.5511022044088176,0,0.0
0.561122244488978,0,0.0
0.5711422845691383,0,0.0
0.5811623246492986,0,0.0
0.5911823647294588,0,0.0
0.6012024048096192,0,0.0
0.6112224448897795,0,0.0
0.6212424849699398,0,0.0
0.6312625250501002,0,0.0
0.6412825651302605,0,0.0
0.6513026052104208,0,0.0
0.6613226452905812,0,0.0
0.6713426853707415,0,0.0
0.6813627254509018,0,0.0
0.6913827655310621,0,0.0
0.7014028056112224,0,0.0
0.7114228456913827,0,0.0
0.721442885771543,0,0.0
0.7314629258517034,0,0.0
0.7414829659318637,0,0.0
0.751503006012024,0,0.0
0.7615230460921844,0,0.0
0.7715430861723447,0,0.0
0.781563126252505,0,0.0
0.7915831663326653,0,0.0
0.8016032064128256,0,0.0
0.8116232464929859,0,0.0
0.8216432865731462,0,0.0
0.8316633266533066,0,0.0
0.8416833667334669,0,0.0
0.8517034068136272,0,0.0
0.8617234468937875,0,0.0
0.8717434869739479,0,0.0
0.8817635270541082,0,0.0
0.8917835671342685,0,0.0
0.9018036072144289,0,0.0
0.9118236472945891,0,0.0
0.9218436873747494,0,0.0
0.9318637274549098,0,0.0
0.9418837675350701,0,0.0
0.9519038076152304,0,0.0
0.9619238476953907,0,0.0
0.9719438877755511,0,0.0
0.9819639278557114,0,0.0
0.9919839679358717,0,0.0
1.002004008016032,10,0.0018468247823938961
1.0120240480961924,10,0.012827552041741169
1.0220440881763526,10,0.03451158310697294
1.032064128256513,10,0.06659284414690304
1.0420841683366733,10,0.1087618871868743
1.0521042084168337,10,0.16070631968003338
1.062124248496994,10,0.2221112259934817
1.0721442885771542,10,0.29265958055855
1.0821643286573146,10,0.3720326524502299
1.0921843687374748,10,0.45991040117642595
1.1022044088176353,10,0.5559718634731496
1.1122244488977955,10,0.6598955309170511
1.122244488977956,10,0.7713597181817656
1.1322645290581161,10,0.890042921779426
1.1422845691382766,10,1.0156241691433452
1.1523046092184368,10,1.147783357922304
1.1623246492985972,10,1.286201585371069
1.1723446893787575,10,1.430561467735707
1.1823647294589177,10,1.580547449545949
1.1923847695390781,10,1.7358461027402856
1.2024048096192383,10,1.8961464155626155
1.2124248496993988,10,2.061140071182151
1.222444889779559,10,2.2305217160008626
1.2324649298597194,10,2.4039892176250395
1.2424849699398797,10,2.581243912489537
1.25250501002004,10,2.7619908431349756
1.2625250501002003,10,2.9459389851495272
1.2725450901803608,10,3.13280146379801
1.282565130260521,10,3.322295760371755
1.2925851703406812,10,3.5141439083031343
1.3026052104208417,10,3.708072679098768
1.3126252505010019,10,3.9038137581551853
1.3226452905811623,10,4.101103910530195
1.3326653306613225,10,4.299685136752326
1.342685370741483,10,4.499304818759489
1.3527054108216432,10,4.699715856066508
1.3627254509018036,10,4.900676792269236
1.3727454909819639,10,5.1019519320008335
1.3827655310621243,10,5.303311448463196
1.3927855711422845,10,5.504531481663675
1.4028056112224447,10,5.705394227494038
1.4128256513026052,10,5.9056880177950655
1.4228456913827654,10,6.105207391556342
1.4328657314629258,10,6.303753157406589
1.442885771543086,10,6.501132447555417
1.4529058116232465,10,6.697158763352494
1.4629258517034067,10,6.891652012635015
1.4729458917835672,10,7.084438539038872
1.4829659318637274,10,7.27535114345315
1.4929859719438878,10,7.464229097801489
1.503006012024048,10,7.65091815133744
1.5130260521042083,10,7.835270529644289
1.5230460921843687,10,8.017144926532783
1.533066132264529,10,8.196406489032944
1.5430861723446894,10,8.372926795678568
1.5531062124248496,10,8.54658382828517
1.56312625250501,10,8.717261937423972
1.5731462925851702,10,8.884851801796163
1.5831663326653307,10,9.049250381712978
1.593186372745491,10,9.210360866888193
1.6032064128256511,10,9.368092618750474
1.6132264529058116,10,9.522361107483563
1.6232464929859718,10,9.673087844002607
1.6332665330661322,10,9.820200307075016
1.6432865731462925,10,9.963631865794095
1.653306613226453,10,10.103321697613314
1.6633266533066131,10,10.23921470214847
1.6733466933867736,10,10.371261410954217
1.6833667334669338,10,10.499417893480421
1.6933867735470942,10,10.623645659412542
1.7034068136272544,10,10.74391155759893
1.7134268537074147,10,10.860187671766221
1.723446893787575,10,10.972451213222342
1.7334669338677353,10,11.080684410744642
1.7434869739478958,10,11.184874397848548
1.753507014028056,10,11.285013097629923
1.7635270541082164,10,11.381097105371833
1.7735470941883766,10,11.473127569103893
1.783567134268537,10,11.561110068299632
1.7935871743486973,10,11.645054490894488
1.8036072144288577,10,11.724974908804088
1.813627254509018,10,11.800889452119362
1.8236472945891782,10,11.87282018215186
1.8336673346693386,10,11.9407929634993
1.8436873747494988,10,12.004837335298047
1.8537074148296593,10,12.064986381825609
1.8637274549098195,10,12.121276602612772
